Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Shane Robbins,male,638-92-9778,Wed Apr 20 2016 10:42:19 GMT-0400 (Eastern Daylight Time),6315666522,Connecticut,45308,s.robbinsobbins@fiblefetu.au,Diners Club United States & Canada,5421xxxxxxxx0935,02/19,male,WFQC,1,$767.92,2,$2211.59,5,$5520.1900000000005
Tom Cain,male,727-54-0516,Mon Dec 10 2007 06:50:43 GMT-0500 (Eastern Standard Time),(932) 736-7400,W.I.,80082,t.cainain@cecconop.nz,Mastercard,5156xxxxxxxx5501,01/21,male,WLWN,4,$2446.76,7,$6340.59,12,$12393.239999999998
Tillie Wolfe,female,415-57-6899,Sat Mar 19 2005 20:04:00 GMT-0400 (Eastern Daylight Time),(369) 931-6162,North Dakota,35856-7473,t.wolfeolfe@iriwa.info,American Express,3452xxxxxxx5142,01/21,female,KNHG,5,$2303.08,8,$6825.11,10,$11875.139999999998
Dean Bishop,male,410-53-4436,Mon Aug 09 2010 17:52:22 GMT-0400 (Eastern Daylight Time),(926) 342-4054,Oregon,93162-6821,d.bishopishop@juim.info,Diners Club United States & Canada,5473xxxxxxxx9229,01/20,male,KYKV,1,$839.94,2,$2361.34,4,$4140.42
Donald Lambert,male,173-37-1100,9/2/2010,6834532469,New Hampshire,94971-5330,d.lambertambert@er.com,American Express,3423xxxxxxx1587,11/17,male,WQOV,3,$961.24,5,$3330.8199999999997,12,$9663.299999999997
Mrs. Flora Holmes,female,811-38-2008,Thu Aug 23 2007 13:16:12 GMT-0400 (Eastern Daylight Time),2802394942,T.X.,43567,f.Holmes@so.com,American Express,3442xxxxxxx2056,09/20,female,KOKI,2,$1241.32,7,$5468.05,13,$12351.939999999999
Nelle Dean,female,109-42-6741,3/9/2011,(880) 662-8980,ID,36874,n.deanean@za.edu,Discover Card,6011xxxxxxxx0932,05/24,female,KRTE,0,$0,4,$3196.45,11,$7934.24
Mr. Landon Alvarado,male,015-84-6072,Thu Dec 29 2005 16:27:43 GMT-0500 (Eastern Standard Time),(604) 732-1017,Missouri,11356-4834,l.Alvarado@bifim.de,Visa,4119xxxxxxxx2918,07/25,male,KHOG,3,$1408.4299999999998,6,$5278.69,12,$12337.269999999999
Ricky Turner,male,632-50-2741,11/30/2010,8049332182,Oklahoma,79399,r.turnerurner@ejcapo.ca,Mastercard,5122xxxxxxxx8635,09/18,male,KBHD,5,$2928.05,7,$6584.96,14,$14493.099999999999
Dr. Francis Norman,female,628-32-3536,Tue Jan 01 2013 09:11:29 GMT-0500 (Eastern Standard Time),7136789002,Texas,89096,f.normanorman@tire.ca,Mastercard,5195xxxxxxxx0223,02/19,female,KDKE,1,$274.14,3,$2316.23,8,$6707.76
James Mullins,male,801-30-1088,5/1/2012,(965) 429-8447,Kansas,40540-9293,j.mullinsullins@bola.net,Discover Card,6011xxxxxxxx0124,10/26,male,KLHH,4,$1138.2,7,$3848.1900000000005,11,$11749.470000000003
Mister Gary Walsh,male,076-17-2568,6/11/2008,3457744645,M.E.,42377,g.walshalsh@lafni.ca,Discover Card,6011xxxxxxxx6199,12/17,male,WYIK,2,$1155.2,7,$4771.74,12,$11513.03
Jim Hernandez,male,445-61-3441,Mon Dec 14 2009 09:12:52 GMT-0500 (Eastern Standard Time),8855753753,Virginia,35613,j.Hernandez@nobi.edu,Mastercard,5183xxxxxxxx0027,07/23,male,WODT,2,$1304.42,5,$3339.09,9,$7203.3200000000015
Miss Jean Elliott,female,457-73-0619,12/11/2012,7812239657,Iowa,21839,j.elliottlliott@cubeog.com,Visa,4222xxxxxxxx7534,10/18,female,KJKO,2,$606.6,4,$3391.35,5,$5906.59
Dr. John Collier,male,045-99-3423,Fri Jul 23 2010 22:56:23 GMT-0400 (Eastern Daylight Time),7843874585,Ohio,84331,j.collierollier@denser.net,Discover Card,6011xxxxxxxx6516,09/24,male,WMOX,3,$1478.8600000000001,8,$4871.640000000001,16,$14890.490000000002
Verna Scott,female,868-18-7790,8/12/2014,(919) 636-6769,Louisiana,75016,v.Scott@lusfu.org,Mastercard,5148xxxxxxxx6775,05/17,female,WGOG,1,$720.68,6,$3169.9900000000002,11,$9729.71
Mrs. Vera Padilla,female,066-51-1269,Tue Nov 03 2009 22:07:10 GMT-0500 (Eastern Standard Time),3683797966,Oregon,70477-8617,v.padillaadilla@sosobo.gov,American Express,3432xxxxxxx0202,09/27,female,KIND,1,$992.01,5,$4216.11,7,$8176.82
Isabella Cummings,female,093-53-4118,24/1/2016,(636) 386-8715,TX,72959,i.cummingsummings@uviwamap.edu,Discover Card,6011xxxxxxxx9592,07/25,female,KXFX,3,$1309.01,4,$2522.65,11,$8424.56
Trevor Stone,male,768-17-8776,14/6/2012,(830) 364-6301,Oklahoma,68904,t.Stone@gi.com,American Express,3412xxxxxxx0203,03/25,male,KYRB,3,$1072.37,7,$3766.9799999999996,17,$12851.139999999996
Mr. Dale Perkins,male,727-56-6517,Fri Apr 29 2011 10:42:26 GMT-0400 (Eastern Daylight Time),(411) 962-2713,Massachusetts,40047,d.perkinserkins@zome.au,Diners Club United States & Canada,5469xxxxxxxx5697,03/26,male,WKJR,2,$720.21,4,$3696.2400000000002,14,$9348.15
Chester Peters,male,105-87-8089,5/16/2008,3103541355,MO,42813-9533,c.Peters@ube.org,Mastercard,5140xxxxxxxx6941,04/27,male,KSPM,5,$3303,9,$8111.97,19,$18003.91
Albert Austin,male,694-64-4269,27/4/2014,(986) 687-5815,VA,49396,a.Austin@covap.com,Discover Card,6011xxxxxxxx8067,01/24,male,WCNA,1,$784.89,3,$2486.83,11,$8694.17
Dr. Harriet Weaver,female,108-04-7746,Fri Jun 26 2015 06:03:35 GMT-0400 (Eastern Daylight Time),4613502761,ID,27168-3371,h.Weaver@noeh.net,Visa,4507xxxxxxxx0975,11/25,female,KMYF,1,$235.92,5,$3649.67,9,$7826.209999999999
Mr. Scott Franklin,male,430-43-0081,Thu Nov 19 2015 22:26:29 GMT-0500 (Eastern Standard Time),(775) 590-7159,Tennessee,60653-3787,s.franklinranklin@nabo.au,Mastercard,5116xxxxxxxx4723,08/26,male,WQOM,4,$1294.35,5,$2719.48,12,$8693.19
Mister Chad Hogan,male,039-93-8190,Fri Nov 03 2006 14:19:10 GMT-0400 (Eastern Daylight Time),5309182612,North Dakota,85000,c.hoganogan@mazsicus.org,Mastercard,5118xxxxxxxx5403,01/19,male,KRXU,2,$1232.83,5,$3985.54,6,$7195.09
Mr. Hunter Williams,male,643-11-0448,9/20/2013,(436) 497-6014,I.D.,92083,h.williamsilliams@buwolo.net,Mastercard,5169xxxxxxxx7922,05/27,male,KPIE,1,$67.8,5,$2701.37,9,$7282.879999999998
Hallie Neal,female,148-43-4318,30/10/2010,(349) 896-3159,Kansas,96738-1844,h.nealeal@hahode.nz,Visa,4938xxxxxxxx7870,11/18,female,KGMT,0,$0,2,$707.17,8,$5080.71
Lela Ferguson,female,127-15-2542,5/8/2005,2192304171,V.T.,78325,l.Ferguson@am.com,Discover Card,6011xxxxxxxx8950,08/22,female,WYDD,0,$0,1,$316.63,2,$1597.69
Dr. Christian Daniel,male,903-24-6936,Thu Aug 21 2008 18:26:41 GMT-0400 (Eastern Daylight Time),(426) 243-9402,Iowa,12608,c.danielaniel@womepga.org,Discover Card,6011xxxxxxxx8168,03/25,male,KDWI,4,$1102.53,7,$4281.74,9,$9930.94
Ora Bowers,female,438-33-6571,Sat Feb 16 2008 13:26:03 GMT-0500 (Eastern Standard Time),(247) 396-6077,Colorado,26212,o.bowersowers@defeg.org,Mastercard,5130xxxxxxxx5080,11/24,female,KXLQ,2,$378.51,7,$3361.51,15,$12175.560000000001
Mr. Charlie Fuller,male,528-12-3869,3/17/2017,(772) 631-5018,I.A.,87954,c.Fuller@zodi.net,Discover Card,6011xxxxxxxx6806,11/22,male,KYGK,2,$682.48,4,$3123.06,10,$7688.87
Doctor Melvin Carson,male,866-40-7080,Mon May 20 2013 10:58:31 GMT-0400 (Eastern Daylight Time),(609) 485-5258,K.S.,80182,m.carsonarson@leit.org,American Express,3498xxxxxxx1766,10/18,male,KTHC,3,$1450.01,8,$5842.780000000001,11,$12584.85
Mark Ford,male,397-33-4431,12/4/2014,3787316984,WY,92837,m.fordord@hifilajo.com,Diners Club United States & Canada,5469xxxxxxxx4718,10/17,male,KYGC,0,$0,4,$1976.13,14,$7765.99
Miss Blanche Nash,female,407-01-9707,30/1/2010,8032563178,MD,11814-8498,b.nashash@sohrub.org,Mastercard,5182xxxxxxxx2130,04/23,female,WQOX,3,$2323.5,6,$4319.14,13,$10561.560000000003
Mister Jose Morton,male,033-02-2920,Tue Feb 09 2016 13:32:45 GMT-0500 (Eastern Standard Time),(871) 835-4978,C.A.,04729-1003,j.mortonorton@laduwu.au,Discover Card,6011xxxxxxxx6932,08/22,male,KTCI,0,$0,4,$1951.11,11,$7666.679999999999
Mister Micheal Ramirez,male,042-95-9070,4/3/2007,4666488363,CT,80118-9809,m.ramirezamirez@dam.au,Visa,4930xxxxxxxx0551,07/19,male,WOGE,4,$2048.05,9,$7285.940000000001,10,$12666.72
Willie Fuller,female,996-69-2344,Sun Apr 03 2011 08:42:55 GMT-0400 (Eastern Daylight Time),8787903139,MD,86006,w.fulleruller@fukfutheh.au,Visa,4288xxxxxxxx4119,12/22,female,WHYB,0,$0,5,$3124.1499999999996,15,$8513.95
Dr. Harriet Gibson,female,406-03-8874,2/26/2005,3209857155,U.T.,33075-5807,h.gibsonibson@etecurid.co,American Express,3448xxxxxxx3649,06/26,female,KJVY,0,$0,3,$1701.11,8,$5915.15
Edith Oliver,female,731-08-6855,Fri Jun 26 2009 05:18:48 GMT-0400 (Eastern Daylight Time),(256) 496-5349,Florida,03441,e.oliverliver@sewke.edu,Diners Club United States & Canada,5426xxxxxxxx2075,11/18,female,WYDT,5,$3355.5699999999997,6,$6078.609999999999,11,$12866.069999999996
Philip Bryan,male,699-13-7775,9/4/2014,5704917602,W.A.,04447-8423,p.bryanryan@bo.net,American Express,3490xxxxxxx9846,04/19,male,KGAC,1,$136.87,4,$2406.86,13,$10274.34
Chester Wilson,male,715-94-4322,27/3/2011,(660) 667-9688,Indiana,19869-0006,c.wilsonilson@kagol.info,Diners Club United States & Canada,5463xxxxxxxx9654,10/18,male,WGGT,5,$2628,6,$5953.120000000001,9,$10676.03
Madge Ortiz,female,601-74-0770,Mon Nov 13 2006 01:19:34 GMT-0500 (Eastern Standard Time),2586506878,Tennessee,67726,m.Ortiz@ovalocizi.net,Diners Club United States & Canada,5466xxxxxxxx9467,07/22,female,WGSR,0,$0,5,$3191.89,14,$12115.800000000003
Dustin Manning,male,761-37-5200,1/26/2009,8799958960,California,75047,d.manninganning@nac.au,American Express,3473xxxxxxx8064,11/20,male,KZTU,2,$605.28,6,$3246.14,14,$10462.820000000002
Dr. Jason Snyder,male,327-62-8868,2/10/2006,(445) 921-3617,District of Columbia,69868-4974,j.snydernyder@el.co,American Express,3426xxxxxxx8583,02/19,male,KVXC,3,$973.73,8,$5501.26,17,$13450.260000000002
Doctor Vernon Hunter,male,758-24-5436,1/6/2011,6593574164,W.A.,93667-8303,v.hunterunter@ajuge.ca,Diners Club United States & Canada,5432xxxxxxxx7786,03/26,male,KOHY,3,$1123.4299999999998,4,$4270.879999999999,8,$7382.03
Mr. Francis Goodman,male,012-36-3312,16/7/2017,(528) 388-3985,V.T.,01414,f.Goodman@wufab.gov,Diners Club United States & Canada,5443xxxxxxxx2275,06/22,male,WDEQ,4,$2472.42,7,$6945.409999999999,17,$15892.029999999995
Mamie Garza,female,523-15-9211,Tue Sep 09 2008 21:34:47 GMT-0400 (Eastern Daylight Time),5577276613,Oregon,40723-8956,m.garzaarza@wiwode.co,Mastercard,5139xxxxxxxx3335,02/26,female,KCYA,5,$3173.01,10,$7868.580000000002,12,$14545.750000000004
Doctor Dylan Hughes,male,050-42-2624,Sun Nov 11 2012 18:10:34 GMT-0500 (Eastern Standard Time),9326468443,M.S.,02937,d.hughesughes@ak.com,Discover Card,6011xxxxxxxx6974,04/21,male,WLST,3,$1194.93,8,$4924.170000000001,14,$10826.64
Dr. Lloyd Bass,male,279-57-0077,4/9/2005,9026393086,IN,37694,l.bassass@sofsac.nz,Mastercard,5174xxxxxxxx4441,09/27,male,WSXV,2,$790.3499999999999,7,$3835.63,10,$9768.59
Mister Nathan McKinney,male,618-57-5328,8/10/2012,2558795929,Maine,19211,n.mckinneycKinney@diwiad.com,Mastercard,5186xxxxxxxx6668,05/21,male,WJWK,1,$278.83,3,$2599.97,7,$5498.889999999999
Alma Lambert,female,299-96-5370,16/5/2012,(933) 508-4568,SD,00330-7373,a.lambertambert@wifpizu.net,American Express,3422xxxxxxx1368,03/27,female,KLBC,4,$2380.73,5,$5499.25,6,$8607.91
Dr. Aiden Buchanan,male,695-17-2312,5/9/2014,(337) 556-7248,A.K.,26306-4678,a.buchananuchanan@ba.org,Diners Club United States & Canada,5412xxxxxxxx8152,04/27,male,KXCF,1,$660.08,4,$3100.69,11,$9834.12
Doctor Bruce Erickson,male,915-37-7730,Sat Nov 20 2010 07:04:16 GMT-0500 (Eastern Standard Time),(864) 262-8372,Georgia,42802-5392,b.ericksonrickson@za.net,Diners Club United States & Canada,5416xxxxxxxx4513,10/24,male,WBRZ,3,$1300.4499999999998,6,$4134.23,7,$7011.839999999999
Susan Love,female,562-36-5662,3/1/2006,2097153110,KS,33753-0333,s.loveove@be.gov,Visa,4354xxxxxxxx3601,10/25,female,KHNG,5,$1999.21,6,$5051.91,9,$10134.38
Chase Hicks,male,168-03-9278,17/11/2006,6329419154,Alaska,61863-8119,c.hicksicks@lazoloro.net,Mastercard,5128xxxxxxxx4117,02/23,male,KWBE,5,$2253.52,6,$4883.8600000000015,12,$12449.440000000004
Doctor Todd Lawson,male,173-84-3612,10/11/2004,(545) 471-3368,Rhode Island,61579-6250,t.Lawson@hehgiot.ca,American Express,3491xxxxxxx0023,04/18,male,WRJD,0,$0,2,$1457.1100000000001,4,$4517.47
Shane Young,male,288-57-9718,11/10/2011,(867) 992-3942,AL,94268,s.youngoung@mewiv.org,Discover Card,6011xxxxxxxx5590,04/18,male,WQCE,5,$3037.8299999999995,6,$6229.44,13,$12459.830000000002
Dr. Mamie Barker,female,504-51-3458,5/16/2007,(939) 271-1734,Hawaii,48960,m.barkerarker@orci.gov,American Express,3421xxxxxxx6740,10/17,female,KESD,0,$0,3,$1947.37,6,$5920.239999999999
Douglas Bradley,male,223-12-0705,1/25/2012,(612) 905-1382,Utah,72173,d.bradleyradley@fetagi.de,Diners Club United States & Canada,5408xxxxxxxx9607,05/25,male,KSWG,0,$0,5,$3945.27,14,$10313.030000000002
Doctor Gabriel Bowers,male,557-74-6426,3/6/2009,3104228438,V.T.,95750-4772,g.bowersowers@vekgik.com,Visa,4714xxxxxxxx8880,11/19,male,WEKH,0,$0,3,$1484.82,8,$5886.22
Dr. Eva Bryant,female,422-56-9968,2/6/2014,(225) 597-3989,N.V.,47094-2254,e.bryantryant@pirwar.gov,Visa,4191xxxxxxxx9788,10/20,female,KDUD,1,$413.34,6,$3100.71,13,$9836.249999999996
Mister Anthony Grant,male,178-44-9606,28/4/2017,(469) 397-3156,L.A.,05673-2196,a.Grant@ru.edu,Mastercard,5114xxxxxxxx1509,07/18,male,KNML,1,$756.85,5,$5293.289999999999,11,$9740.909999999998
Maude Malone,female,151-80-1098,Mon Oct 19 2009 17:38:43 GMT-0400 (Eastern Daylight Time),9425981548,WV,02038,m.malonealone@wun.info,Diners Club United States & Canada,5417xxxxxxxx1662,04/18,female,WICY,2,$1477.4099999999999,7,$5021.370000000001,15,$11653.399999999998
Dr. Johnny Garcia,male,125-46-1994,Thu Mar 20 2008 14:34:08 GMT-0400 (Eastern Daylight Time),(470) 372-1650,Montana,96725,j.Garcia@zeelso.ca,American Express,3437xxxxxxx5949,12/20,male,KRCQ,5,$3167.6800000000003,9,$7346.330000000001,14,$13096.29
Miss Dora Hubbard,female,114-70-0483,Sat Mar 26 2005 09:52:05 GMT-0400 (Eastern Daylight Time),4617779087,M.D.,19194,d.hubbardubbard@dosisco.org,Visa,4384xxxxxxxx4681,06/23,female,WVUP,4,$2209.19,5,$4081.33,14,$11970.870000000003
Hannah Salazar,female,996-10-1476,Tue Mar 20 2012 23:22:06 GMT-0400 (Eastern Daylight Time),3537629147,Kentucky,52928,h.salazaralazar@il.org,Mastercard,5118xxxxxxxx7823,11/25,female,WEHV,3,$698.72,4,$3328.11,6,$6897.2
Doctor Lucas Gray,male,719-04-1391,3/31/2007,(374) 503-2052,North Dakota,22046,l.grayray@pam.edu,American Express,3408xxxxxxx1198,01/24,male,KKLB,2,$1550.5,4,$2039.81,5,$5315.9
Misses Rosa Montgomery,female,677-02-5615,4/14/2007,(355) 398-4233,WI,22523,r.montgomeryontgomery@hucti.com,Visa,4275xxxxxxxx0074,09/23,female,WZFG,1,$400.87,2,$964.59,11,$6975.389999999999
Misses Sally Mendoza,female,980-64-3779,11/12/2009,6203785690,Montana,57127,s.mendozaendoza@po.gov,Diners Club United States & Canada,5492xxxxxxxx1681,12/26,female,KUBM,3,$1912.6,6,$5424.62,14,$12951.319999999998
Joshua Hunt,male,737-13-6938,16/2/2016,4557252725,Louisiana,25050,j.huntunt@cilen.org,Discover Card,6011xxxxxxxx3622,02/25,male,KGCY,2,$273.02,7,$2796.9399999999996,8,$6088.349999999999
Mister Sean Patrick,male,993-32-1936,Tue Aug 08 2006 14:11:43 GMT-0400 (Eastern Daylight Time),(417) 346-9548,Wyoming,91104,s.Patrick@nuzje.gov,Discover Card,6011xxxxxxxx1157,06/18,male,KUER,0,$0,3,$1952.7500000000002,4,$4311.41
Miss Sara Meyer,female,792-16-1636,Wed Mar 15 2006 19:13:57 GMT-0400 (Eastern Daylight Time),9318429119,NC,24782,s.meyereyer@hom.edu,Discover Card,6011xxxxxxxx7126,06/18,female,WZXW,4,$1584.07,8,$7098.36,15,$13746.459999999997
Doctor Richard Holloway,male,875-26-2126,11/10/2013,(249) 386-1408,Arizona,39069,r.Holloway@wozwohhos.ca,Visa,4546xxxxxxxx2282,01/25,male,KLQO,3,$2282.6400000000003,7,$4077.130000000001,11,$9765.53
Doctor Randy Rios,male,179-07-5782,11/23/2011,(501) 637-7047,Minnesota,32613,r.riosios@sar.de,Visa,4080xxxxxxxx8843,01/21,male,WBZY,0,$0,1,$205.9,10,$5164.86
Doctor Elsie Cannon,female,161-20-0857,9/9/2014,4407035339,Oklahoma,62588,e.cannonannon@ro.info,Diners Club United States & Canada,5466xxxxxxxx7152,12/27,female,KYZE,4,$1832.9499999999998,7,$5044.9,9,$9589.81
Miss Blanche Brady,female,940-49-4711,Thu Dec 23 2004 15:29:16 GMT-0500 (Eastern Standard Time),6202557183,North Carolina,76489,b.bradyrady@locijieku.co,Visa,4438xxxxxxxx4642,05/23,female,WUHN,2,$1526.75,4,$1978.96,9,$6445.75
Doctor Esther Bryant,female,373-36-4533,5/5/2017,2518274886,WY,55140-3203,e.bryantryant@tuga.edu,Visa,4369xxxxxxxx7265,06/26,female,KKCX,3,$1271.7600000000002,6,$3329.9100000000003,15,$10549.95
Dr. Polly Casey,female,863-95-6178,Thu Sep 22 2011 16:11:05 GMT-0400 (Eastern Daylight Time),(571) 316-1491,New Mexico,14134-3761,p.caseyasey@tufuk.net,Discover Card,6011xxxxxxxx6567,05/22,female,KZPW,4,$1634.58,7,$4099.03,15,$10347.980000000001
Eugenia Gill,female,429-75-3907,3/6/2010,(482) 800-1923,Minnesota,51771,e.gillill@comofo.info,American Express,3473xxxxxxx1471,07/21,female,WUZA,2,$1088.24,3,$1727.8700000000001,4,$4127.88
Mrs. Sophia Curry,female,098-28-3659,31/1/2006,(263) 240-7478,New Mexico,82865-6479,s.Curry@wuadaevi.com,Mastercard,5167xxxxxxxx6453,07/21,female,KPDN,4,$1697.46,9,$6901.32,11,$11968.699999999999
Dean Warren,male,286-86-9395,Tue Apr 28 2009 12:23:58 GMT-0400 (Eastern Daylight Time),(540) 807-4845,Connecticut,70820-4105,d.warrenarren@lahaf.co,Visa,4681xxxxxxxx1673,12/24,male,WFWI,2,$1384.9099999999999,7,$4520.7699999999995,17,$14203.720000000001
Charlie Griffin,male,222-90-3748,23/8/2013,5799257781,DE,85951-4167,c.Griffin@ju.de,Diners Club United States & Canada,5444xxxxxxxx3900,06/21,male,WIAB,5,$2907.9700000000003,7,$6525.49,15,$16523.300000000003
Miss Alma McGee,female,310-47-5520,6/9/2005,7252303035,Massachusetts,38795,a.mcgeecGee@kimowgip.com,Diners Club United States & Canada,5424xxxxxxxx6764,10/20,female,WNOH,1,$166.18,2,$1191.47,12,$6263.500000000001
Duane Rogers,male,400-76-1358,11/27/2013,2544198155,Virginia,80024,d.rogersogers@firwiz.au,Mastercard,5180xxxxxxxx6427,01/23,male,WPFF,1,$719.82,5,$3544.96,10,$10639.21
Mr. Joshua Alexander,male,372-48-4036,Fri Feb 17 2017 22:37:48 GMT-0500 (Eastern Standard Time),2826071293,Alaska,61766-5336,j.alexanderlexander@sujojkir.gov,Mastercard,5133xxxxxxxx4034,09/21,male,KVAM,3,$1719.94,6,$5507.110000000001,11,$11783.339999999998
Mathilda Gordon,female,947-29-4626,Sun Aug 07 2005 05:58:36 GMT-0400 (Eastern Daylight Time),3855227734,North Carolina,69973,m.gordonordon@bitu.net,Diners Club United States & Canada,5434xxxxxxxx1286,12/25,female,WCJG,5,$3940.2700000000004,6,$6780.130000000001,7,$10622.770000000004
Jerome Spencer,male,201-95-7901,Sat Dec 17 2016 02:53:22 GMT-0500 (Eastern Standard Time),(602) 845-6778,West Virginia,17390,j.spencerpencer@cikif.info,Discover Card,6011xxxxxxxx7206,01/25,male,WYPJ,4,$2463.46,5,$4444.9400000000005,9,$7357.67
Dr. Harvey Meyer,male,622-28-4315,Sun Jul 06 2014 06:07:55 GMT-0400 (Eastern Daylight Time),(253) 298-9548,T.X.,94384,h.meyereyer@fado.edu,Visa,4175xxxxxxxx4287,04/22,male,KPMM,1,$854.37,3,$2656.57,10,$7812.32
Doctor Jim Quinn,male,844-57-7856,Wed Aug 31 2011 08:00:11 GMT-0400 (Eastern Daylight Time),(726) 406-6927,KS,94830,j.quinnuinn@za.gov,Visa,4370xxxxxxxx5201,09/27,male,KDPP,5,$2474.92,9,$8000.61,10,$12618.450000000003
Justin Brock,male,537-48-8727,12/28/2009,(807) 390-6417,LA,23834,j.brockrock@gev.com,Visa,4935xxxxxxxx2165,02/19,male,WKWT,0,$0,4,$1441.79,5,$3451.15
Scott Frazier,male,312-13-6864,8/16/2015,4133492002,Virginia,01624-2546,s.Frazier@awu.com,American Express,3419xxxxxxx3726,06/18,male,WTJY,0,$0,4,$1794.72,11,$6107.65
Charles George,male,504-04-4315,5/29/2011,(566) 416-4409,O.R.,64090-9792,c.georgeeorge@buzsobsi.net,Visa,4406xxxxxxxx1654,07/23,male,KVYN,3,$1047.26,5,$3438.8999999999996,8,$9127.52
Clifford Figueroa,male,338-87-4162,Sun Sep 02 2007 13:28:44 GMT-0400 (Eastern Daylight Time),3859916032,District of Columbia,50636-4625,c.figueroaigueroa@vegtuzu.co,Visa,4951xxxxxxxx8895,06/22,male,KKIF,5,$2003.5700000000002,9,$7080.59,19,$16618.81
Lucile Bennett,female,856-13-3278,12/6/2005,(857) 294-4823,New Hampshire,64047,l.bennettennett@di.de,Diners Club United States & Canada,5481xxxxxxxx9357,11/21,female,WZYZ,5,$2993.06,9,$7775.74,11,$13500.510000000004
Mister Carl Wilkins,male,920-16-5491,Wed Apr 06 2016 11:55:19 GMT-0400 (Eastern Daylight Time),3068983084,District of Columbia,29476,c.wilkinsilkins@vuswiso.edu,Discover Card,6011xxxxxxxx5988,11/17,male,WLOL,3,$890.54,4,$3309.22,13,$9576.580000000002
Sam Morales,male,095-59-5332,Wed May 16 2007 09:50:20 GMT-0400 (Eastern Daylight Time),(473) 697-3079,FL,19940,s.moralesorales@ofa.org,Discover Card,6011xxxxxxxx0234,09/24,male,WFIY,1,$67.94,6,$3582.5899999999997,10,$8586.289999999999
Rosalie Holmes,female,075-15-0193,Sun Jul 22 2007 23:27:14 GMT-0400 (Eastern Daylight Time),(540) 451-6374,Washington,54580,r.holmesolmes@race.gov,Mastercard,5184xxxxxxxx9861,03/26,female,KFTA,1,$423.11,6,$4179.67,15,$12680.999999999998
Dr. Nell Matthews,female,433-38-9880,10/3/2016,(834) 481-2692,New Hampshire,03222,n.matthewsatthews@gegpaja.com,Discover Card,6011xxxxxxxx9152,10/25,female,WIGR,1,$300.99,2,$859.01,3,$3268.5400000000004
Herbert Briggs,male,156-23-1595,16/3/2005,(566) 895-5749,M.D.,18873,h.briggsriggs@vag.nz,Mastercard,5159xxxxxxxx3954,11/17,male,WPMR,5,$1795.1299999999999,7,$5353.580000000001,10,$10659.920000000002
Mrs. Lilly Spencer,female,595-55-7240,10/26/2015,(962) 887-9805,M.D.,36900,l.spencerpencer@jit.net,Discover Card,6011xxxxxxxx3849,12/27,female,WXJZ,5,$2735.68,6,$5581.48,13,$12041.21
Dr. Georgie Miles,female,886-65-8257,18/6/2006,(384) 286-1173,Rhode Island,57961-3252,g.milesiles@ufati.org,Diners Club United States & Canada,5470xxxxxxxx4058,08/27,female,WICO,0,$0,5,$2053.61,15,$10314.14
Mrs. Lou Scott,female,770-77-9364,Sat Feb 02 2013 08:05:48 GMT-0500 (Eastern Standard Time),(462) 988-5212,SC,31371-3246,l.scottcott@sof.au,Mastercard,5102xxxxxxxx5461,04/27,female,WJOM,4,$2038.88,6,$5556.450000000001,12,$13826.000000000002
Milton Nguyen,male,252-04-6411,5/19/2014,(386) 800-7867,District of Columbia,43334,m.nguyenguyen@se.org,Visa,4058xxxxxxxx1115,12/18,male,KHCD,0,$0,4,$1767.16,12,$9349.259999999998
Miss Jessie Simmons,female,830-80-7696,Sun Aug 10 2008 04:10:48 GMT-0400 (Eastern Daylight Time),(727) 266-8907,Ohio,62871,j.Simmons@respuuf.net,American Express,3496xxxxxxx8814,10/25,female,WKLT,4,$1068.81,7,$4604.959999999999,14,$10872.18
Mr. Christopher Bailey,male,547-98-9023,3/11/2010,(616) 543-3207,Utah,86465,c.baileyailey@vieta.gov,Discover Card,6011xxxxxxxx9414,10/21,male,KAJB,1,$697.5,3,$1106.6399999999999,6,$2598.8
Doctor Derrick Crawford,male,797-65-5414,9/13/2004,(549) 284-9292,West Virginia,86779,d.crawfordrawford@fulaji.ca,American Express,3420xxxxxxx3671,03/26,male,WSDF,0,$0,3,$670.7599999999999,5,$3208.3199999999997
Mr. Thomas Cain,male,533-39-6703,Thu Aug 28 2014 03:24:56 GMT-0400 (Eastern Daylight Time),4596925689,District of Columbia,63501,t.Cain@jiczuf.net,Discover Card,6011xxxxxxxx4820,08/25,male,KKCB,4,$3489.63,7,$7005.2699999999995,16,$13830.919999999998
